num,url,full_url,pubdate,title,description,download_url
732,https://www.thisamericanlife.org/episode/732,https://www.thisamericanlife.org/732/secrets,"February 19, 2021",Secrets,"Why we tell them, and what happens after we do.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/fcc546b4-abdc-4e0d-bf58-61b7138fc0b3/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=fcc546b4-abdc-4e0d-bf58-61b7138fc0b3
733,https://www.thisamericanlife.org/episode/733,https://www.thisamericanlife.org/733/warriors-in-the-garden,"March 5, 2021",Warriors in the Garden,"This week, three men who came together to protest the murder of George Floyd. They were unified, loud, and impressive, but over time these three friends end up in three very different places.
",https://stream.thisamericanlife.org/733/_ZPnejDSwS8yR1KYUKGfd2BaJGkI4TaMtNwuDMxKn0Y/733.mp3
734,https://www.thisamericanlife.org/episode/734,https://www.thisamericanlife.org/734/the-campus-tour-has-been-cancelled,"March 19, 2021",The Campus Tour Has Been Cancelled,"How the pandemic has thrown college admissions process into a kind of slow-motion chaos. One of the biggest changes: most colleges have stopped requiring the SAT. For decades, there’s been a debate over whether schools should drop the test. What’s it mean that it finally happened?
",https://stream.thisamericanlife.org/734/BcOMgt2k77gI5ulH0RI5TsCuK9zmD9x2HAI3aBFzM54/734.mp3
735,https://www.thisamericanlife.org/episode/735,https://www.thisamericanlife.org/735/bloody-feelings,"April 9, 2021",Bloody Feelings,"Stories about the power of blood.
",https://stream.thisamericanlife.org/735/sGqbgzTi6mioFCixhd864Q7qKQAA_H7QFv1UCI2pUuA/735.mp3
736,https://www.thisamericanlife.org/episode/736,https://www.thisamericanlife.org/736/the-herd,"April 23, 2021",The Herd,"What happens when your own community suddenly turns on you?
",https://stream.thisamericanlife.org/736/HCVNHvdHL58jpMMjiAdr84yObxzpI-jquyXinzIsRYg/736.mp3
737,https://www.thisamericanlife.org/episode/737,https://www.thisamericanlife.org/737/the-daily,"May 14, 2021",The Daily,"An ode to life's daily practices, and what you learn from doing a thing every single day.
",https://stream.thisamericanlife.org/737/ilsf41CRGTB2rowx9ABfmPP037aIN52FUsUGen-RNqs/737.mp3
738,https://www.thisamericanlife.org/episode/738,https://www.thisamericanlife.org/738/good-grief,"May 28, 2021",Good Grief!,"So many of us, we don’t want to think about death. We avoid grieving when we lose someone, distract ourselves, look away. In this episode, at a moment when so many families are mourning, we have stories of people figuring out how they’ll grieve, and doing a pretty good job of it.
",https://stream.thisamericanlife.org/738/luajU4wlKeEVoJF7pXpJjLjc_qV-dJexk9pyZE1v_PI/738.mp3
739,https://www.thisamericanlife.org/episode/739,https://www.thisamericanlife.org/739/sisters,"June 11, 2021",Sisters,"The bonds between sisters and how they get broken and fixed—or not.
",https://stream.thisamericanlife.org/739/d7QFYxUcHJJF4L5MYTDZCgb68MBnUE8zvGceS0I_Fhk/739.mp3
740,https://www.thisamericanlife.org/episode/740,https://www.thisamericanlife.org/740/there-i-fixed-it,"July 2, 2021",There. I Fixed It.,"Solving problems using very extreme measures.
",https://stream.thisamericanlife.org/740/ZXV-db4mnS9j7wkGAOxA3bDqey_FzQWGP7ainHpyIb8/740.mp3
741,https://www.thisamericanlife.org/episode/741,https://www.thisamericanlife.org/741/the-weight-of-words,"July 9, 2021",The Weight of Words,"Words mean things, but some words are especially meaningful.
",https://stream.thisamericanlife.org/741/q5mc_ar0nUo2pV8MOGEDymbpn8D7rc6cpgbQ6Bs8LYc/741.mp3
742,https://www.thisamericanlife.org/episode/742,https://www.thisamericanlife.org/742/the-thing-im-getting-over,"July 23, 2021",The Thing I'm Getting Over,"What’s recovery mean, anyway?
",https://stream.thisamericanlife.org/742/S00W2PHPqZbdeKn-Fzcf_TxVbDwZ7y98TwwQHVKRG08/742.mp3
743,https://www.thisamericanlife.org/episode/743,https://www.thisamericanlife.org/743/dont-you-be-my-neighbor,"July 30, 2021",Don't You Be My Neighbor,"Bad neighbors. What can you do about them?
",https://stream.thisamericanlife.org/743/RxDKVmLtPvkmqRj6VFiMS2sQUsFggD90MhwEZFFIfWY/743.mp3
744,https://www.thisamericanlife.org/episode/744,https://www.thisamericanlife.org/744/essential,"August 13, 2021",Essential,"The pandemic forced jobs to change, but then the workers changed, too.
",https://stream.thisamericanlife.org/744/7NtuwEuultcs0NvT8_Qy_jR7RXoDGLNHpzDOQaNBZ8A/744.mp3
745,https://www.thisamericanlife.org/episode/745,https://www.thisamericanlife.org/745/getting-out,"August 27, 2021",Getting Out,"People trying to escape all kinds of seemingly impossible situations.
",https://stream.thisamericanlife.org/745/0XKx0cDGLFr1Wnn8GCIAR2_788F2-iosizVOpETOVQU/745.mp3
746,https://www.thisamericanlife.org/episode/746,https://www.thisamericanlife.org/746/this-is-just-some-songs,"September 3, 2021",This Is Just Some Songs,"We made you a mixtape. Don't make a big deal out of it or anything.
",https://stream.thisamericanlife.org/746/rvr6lHUv0VyxIJmGe-2rzDhEkBYRV_za0EtliBKCz4I/746.mp3
747,https://www.thisamericanlife.org/episode/747,https://www.thisamericanlife.org/747/suitable-for-children,"September 10, 2021",Suitable for Children,"Who thought that would be good for a kid?
",https://stream.thisamericanlife.org/747/qBhMBycWyKI6EHT6j_DplHaLZx0W--bh57Bz3NizdPU/747.mp3
748,https://www.thisamericanlife.org/episode/748,https://www.thisamericanlife.org/748/the-end-of-the-world-as-we-know-it,"September 17, 2021",The End of the World as We Know It,"What happens when one family goes all in on fighting climate change.
",https://stream.thisamericanlife.org/748/0QYFhdKnLwPSFkevAQh3xdWaSUF3kg7WWWa8hD9Bq9U/748.mp3
749,https://www.thisamericanlife.org/episode/749,https://www.thisamericanlife.org/749/my-bad,"October 1, 2021",My Bad,"An hour devoted to embarrassing stories. They’re not always just little moments – funny, daily stuff that we laugh about later. Some can change you for the rest of your life.
",https://stream.thisamericanlife.org/749/pm0qYamnMBNibU2jTlVIiSwR5FS4yQj9lVTFwPTT87c/749.mp3
750,https://www.thisamericanlife.org/episode/750,https://www.thisamericanlife.org/750/the-ferryman,"October 15, 2021",The Ferryman,"Getting from Point A to Point B—with expert assistance.
",https://stream.thisamericanlife.org/750/GJ6TK3EPDYZFM1AINqnIXfQXQxo2pQeMOm61ot7ZkcM/750.mp3
751,https://www.thisamericanlife.org/episode/751,https://www.thisamericanlife.org/751/audience-of-one,"October 22, 2021",Audience of One,"In a world where a virus spreads across the country and most people are not going to movie theaters, we bring the movies to you.
",https://stream.thisamericanlife.org/751/YFNZQzxS3DoqjGnP-oJngbD9ms_yyQ60GfSjJKNx8fA/751.mp3
752,https://www.thisamericanlife.org/episode/752,https://www.thisamericanlife.org/752/an-invitation-to-tea,"October 29, 2021",An Invitation to Tea,"A man who was imprisoned for 14 years in Guantanamo Bay, without charges, gets out and issues an invitation to all the people who kept him there. Amazingly, three of them agree to talk.
",https://stream.thisamericanlife.org/752/j7JoKcz7dJL-MpO9eVpcJd_XVYjmFcUvIqI9jEnpMyA/752.mp3
753,https://www.thisamericanlife.org/episode/753,https://www.thisamericanlife.org/753/failure-to-communicate,"November 12, 2021",What We’ve Got Here is Failure to Communicate,"Getting the point across — or trying to, anyway.
",https://stream.thisamericanlife.org/753/ST7fuGiUjEAzHPx0urmCInaON7bf9tFujnkh5qgMKoI/753.mp3
754,https://www.thisamericanlife.org/episode/754,https://www.thisamericanlife.org/754/spark-bird,"November 26, 2021",Spark Bird,"Stories about birds and the hearts they sway, the havoc they wreak, the lives they change.
",https://stream.thisamericanlife.org/754/0vuEsdvOrrm21PMp2L8_4-TXYJ7bzQvrdVIG-_ue5Wg/754.mp3
755,https://www.thisamericanlife.org/episode/755,https://www.thisamericanlife.org/755/the-convert,"December 3, 2021",The Convert,"In 2006, a new convert showed up at a mosque in Orange County, California. Known as Farouk al-Aziz, the convert was actually an FBI informant named Craig Monteilh. That informant’s infiltration of the mosque is at the heart of FBI v Fazaga, a case heard at the Supreme Court last month. We return to our episode from 2012, which tells the story behind it.
",https://stream.thisamericanlife.org/755/xqtgls4IgQZOtTKJziiV89DTzCkPBHz_YM2ZV5gHPWI/755.mp3
756,https://www.thisamericanlife.org/episode/756,https://www.thisamericanlife.org/756/but-i-did-everything-right,"December 10, 2021",But I Did Everything Right,"People earnestly doing what they're told, and absolutely not getting what they were promised.
",https://stream.thisamericanlife.org/756/tCS4FT6dIuZrIYBY8lhCWdtW1tJp62ESKccEJN1DMEY/756.mp3
757,https://www.thisamericanlife.org/episode/757,https://www.thisamericanlife.org/757/the-ghost-in-the-machine,"December 31, 2021",The Ghost in the Machine,"People use machines to find people they lost.
",https://stream.thisamericanlife.org/757/x5ElEQ7yS86IuRyEqUhWNLbaWX4C6BTG42dyGflVza4/757.mp3
758,https://www.thisamericanlife.org/episode/758,https://www.thisamericanlife.org/758/talking-while-black,"January 7, 2022",Talking While Black,"Think back to two summers ago, the summer of 2020, when a series of violent, highly-publicized killings of Black Americans sparked outrage and a national movement to eradicate racism and its evils. That movement gave way to a newer, reactionary one, a backlash that is playing out in schools and school board meetings across America. Host Emanuele Berry shares stories about Black people who got tangled up in this current backlash in both extreme and very personal ways. 
",https://stream.thisamericanlife.org/758/j01OIQhT2r_aDz9nT5_nTjPAR49LQvOo8yS7qjlZYw0/758.mp3
759,https://www.thisamericanlife.org/episode/759,https://www.thisamericanlife.org/759/a-couple-walks-into-a-house,"January 21, 2022",A Couple Walks Into a House,"Rob and Reyna Mathis make an unsettling discovery in the home of a local police officer. Soon, their whole city is asking questions about who the officer really is and what he's been doing.
",https://stream.thisamericanlife.org/759/f6rxJ1l5qQzAmx7HVqpREmODn7kGMrFhHFxvIOyJWgE/759.mp3
760,https://www.thisamericanlife.org/episode/760,https://www.thisamericanlife.org/760/a-city-walks-into-an-investigation,"January 28, 2022",A City Walks Into an Investigation,"Last week's story continues, about a Michigan couple who walked into a police officer's house and made a disturbing discovery. This week: the police officer suffers the consequences and so does the couple.
",https://stream.thisamericanlife.org/760/nNYOId1sn3zTXeRKes2t0xTW9w_aYQT0qdOBXCrnzuY/760.mp3
761,https://www.thisamericanlife.org/episode/761,https://www.thisamericanlife.org/761/the-trojan-horse-affair,"February 4, 2022",The Trojan Horse Affair,"A while back, one of our producers Brian Reed was in England giving a speech about the podcast he'd hosted, S-Town. A journalism student approached him, asking for advice about a story he wanted to look into – something that’d been big news in Britain, something he’d thought about for years. Brian and the student, Hamza Syed, decided to team up to try and solve the mystery at the heart of that story. The original idea was to put this on our show, but it got too big. Too many twists and turns! This week, it rolls out as a spectacularly great podcast called The Trojan Horse Affair. We’re excited to bring you their first episode today.
",https://stream.thisamericanlife.org/761/D6YI4IRLIuedzgBoXVEnSdAUUZhHEq3BBnVw0Wssq-Y/761.mp3
762,https://www.thisamericanlife.org/episode/762,https://www.thisamericanlife.org/762/apocalypse-creep,"February 11, 2022",Apocalypse Creep,"A woman wakes up and discovers her backyard has disappeared, and other stories from places slowly coming apart.
",https://stream.thisamericanlife.org/762/tFmBYj63BZTiH44FqlEgYobjIpnDM44wUXFDiCm4y-o/762.mp3
763,https://www.thisamericanlife.org/episode/763,https://www.thisamericanlife.org/763/the-other-mr-president,"February 25, 2022",The Other Mr. President,"Stories about Vladimir Putin. Did he come to power in 1999 by killing hundreds of innocent Russians? How’s he really seen in his home country? This show is a mix of old and new stories we’ve done about him. 
",https://stream.thisamericanlife.org/763/h3J9kwey6wIdGDKEv690ZlLv8Dfx-x5qCLNbG9gQfM4/763.mp3
764,https://www.thisamericanlife.org/episode/764,https://www.thisamericanlife.org/764/schools-out-forever,"March 11, 2022",School's Out Forever,"The pandemic broke school. Can we ever go back?
",https://stream.thisamericanlife.org/764/Z71mwW70Deg3sv23dEWixHhEYhYOycc2GUaBR1xsWzs/764.mp3
765,https://www.thisamericanlife.org/episode/765,https://www.thisamericanlife.org/765/off-course,"March 18, 2022",Off Course,"Three people, and one animal, who know the path their lives will take until, suddenly, they don’t.
",https://stream.thisamericanlife.org/765/jYrb8WjpERjVwBq00D6JMaXqUX4V3MTUeiBaQ1tJ_0g/765.mp3
766,https://www.thisamericanlife.org/episode/766,https://www.thisamericanlife.org/766/well-someone-had-to-do-something,"April 1, 2022",Well Someone Had to Do SOMETHING!,"People trying to jump in and solve other people's problems, putting themselves directly in the gap between the problem and the solution. 
",https://stream.thisamericanlife.org/766/vaFSU7zjYIPAb7VZ6tWa9SJY3hFhGTd02iBrKmSoaDo/766.mp3
767,https://www.thisamericanlife.org/episode/767,https://www.thisamericanlife.org/767/do-not-go-gentle,"April 8, 2022",Do Not Go Gentle,"In this moment when autocrats and almost-autocrats are getting bolder and more powerful, we bring you two stories of resistance, from Hungary and Russia.
",https://stream.thisamericanlife.org/767/qntxGeyBGGtt6UKiFInT3voKvDPvxcOCJfkwlnbPIzc/767.mp3
768,https://www.thisamericanlife.org/episode/768,https://www.thisamericanlife.org/768/the-other-front-lines,"April 22, 2022",The Other Front Lines,"Four personal stories from the war in Ukraine.
",https://stream.thisamericanlife.org/768/mNkNHTdsP7_bV5W6MN8W5xafxt3xssJjBug9RCV2gp0/768.mp3
769,https://www.thisamericanlife.org/episode/769,https://www.thisamericanlife.org/769/the-reluctant-explorer,"April 29, 2022",The Reluctant Explorer,"A man finds himself thrust into a new world he didn’t necessarily ask to visit. He takes a look around.
",https://stream.thisamericanlife.org/769/aAAQZfbRa3ugdUuBV4O-TXye-HWGWPPcXX6_OyC-eR0/769.mp3
770,https://www.thisamericanlife.org/episode/770,https://www.thisamericanlife.org/770/my-lying-eyes,"May 6, 2022",My Lying Eyes,"People staring squarely at the truth, and still finding it hard to believe what they’re seeing.
",https://stream.thisamericanlife.org/770/3UaR0rbpHhiKUE3auJZkRNpcerXUOx0BUwN04yxlOfY/770.mp3
771,https://www.thisamericanlife.org/episode/771,https://www.thisamericanlife.org/771/the-parents-step-in,"May 27, 2022",The Parents Step In,"Government isn’t doing much to prevent school shootings. So parents are jumping in: parents whose kids have died in mass shootings, in the wake of each shooting. They take practical, effective action — and they get results.
",https://stream.thisamericanlife.org/771/z8upEWwt97i9aQcSu05ucpNKiS9mX_mX3wp2vfgADl8/771.mp3
772,https://www.thisamericanlife.org/episode/772,https://www.thisamericanlife.org/772/the-kids-table,"June 3, 2022",The Kids' Table,"Kids navigating hairy situations all on their own, with no help from grown-ups.
",https://stream.thisamericanlife.org/772/-KHSlrxOZ43FCpnm8OIAtZDmrf9cw64CK4Dhf9oAOTc/772.mp3
773,https://www.thisamericanlife.org/episode/773,https://www.thisamericanlife.org/773/longest-distance,"June 17, 2022",The Longest Distance Between Two Points,"Getting from A to B via Z.
",https://stream.thisamericanlife.org/773/FhJId7x1aE3Awe9HB1yyxOarkHvj91jQRpRtbkyrHqg/773.mp3
774,https://www.thisamericanlife.org/episode/774,https://www.thisamericanlife.org/774/the-pink-house-at-the-center-of-the-world,"July 1, 2022",The Pink House at the Center of the World,"The Supreme Court case that overturned Roe v. Wade began with a lawsuit filed by a Mississippi abortion clinic. On the day Roe was overturned, we were there. Stories from the center of this moment of history, the day it happened.
",https://stream.thisamericanlife.org/774/4oR8PjBYo-5xhDwLSaxcodBKoNSvShyCbQaL4Faq5L4/774.mp3
775,https://www.thisamericanlife.org/episode/775,https://www.thisamericanlife.org/775/the-possum-experiment,"July 8, 2022",The Possum Experiment,"An investigation into a very basic question about people: Are most of us bad or good?
",https://stream.thisamericanlife.org/775/QXTHvllcC4gN9cRoU0g5OQM36rfXcGrDFBDoBzicuFU/775.mp3
776,https://www.thisamericanlife.org/episode/776,https://www.thisamericanlife.org/776/i-work-better-on-deadline,"July 29, 2022",I Work Better on Deadline,"Stories of people racing against time to solve a problem. Will they make it? 
",https://stream.thisamericanlife.org/776/9FGM2d3Ay80RY_ULI266wQkX3VDWn1ThSwjNrvWP6Ik/776.mp3
777,https://www.thisamericanlife.org/episode/777,https://www.thisamericanlife.org/777/name-age-detail,"August 12, 2022",Name. Age. Detail.,"Ten people were killed at a grocery store in Buffalo, NY. Their stories, as you’ve never heard them.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/a3108513-928a-466f-8575-de9edd70a8b1/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=a3108513-928a-466f-8575-de9edd70a8b1
778,https://www.thisamericanlife.org/episode/778,https://www.thisamericanlife.org/778/me-minus-me,"August 26, 2022",Me Minus Me,"When a fundamental part of yourself changes dramatically, are you still who you thought you were?
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/1ee63000-e28c-4a62-99b3-f8d6f78d24f5/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=1ee63000-e28c-4a62-99b3-f8d6f78d24f5
779,https://www.thisamericanlife.org/episode/779,https://www.thisamericanlife.org/779/ends-of-the-earth,"September 16, 2022",Ends of the Earth,"An exploration of the very upper limits of what you do for someone you love.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/31bb8c02-c572-4380-93fd-99f628ba125e/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=31bb8c02-c572-4380-93fd-99f628ba125e
780,https://www.thisamericanlife.org/episode/780,https://www.thisamericanlife.org/780/setting-the-record-straight,"September 30, 2022",Setting the Record Straight,"Getting to the facts can be difficult, but it’s always the right thing to do. Except when it isn’t.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/72ba3b43-839d-45b2-9164-4e31e304f319/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=72ba3b43-839d-45b2-9164-4e31e304f319
781,https://www.thisamericanlife.org/episode/781,https://www.thisamericanlife.org/781/watching-the-watchers,"October 7, 2022",Watching the Watchers,"People taking it upon themselves to keep an eye on those in charge.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/9d1adbf0-b9cc-46ad-8854-81628c805241/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=9d1adbf0-b9cc-46ad-8854-81628c805241
782,https://www.thisamericanlife.org/episode/782,https://www.thisamericanlife.org/782/family-dig,"October 14, 2022",Family Dig,"Two people go on excavations of their families’ pasts. Including the first episode of the new podcast, “We Were Three,” hosted by our longtime producer, Nancy Updike, and from Serial Productions and The New York Times.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/7e0a3d65-8ce0-4a07-9f0e-4ebe7debd9b9/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=7e0a3d65-8ce0-4a07-9f0e-4ebe7debd9b9
783,https://www.thisamericanlife.org/episode/783,https://www.thisamericanlife.org/783/kids-these-days,"October 28, 2022",Kids These Days,"We hear from kids who are dealing with some of the country’s most contentious debates. Debates that are supposedly about them.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/3b3d35fd-85df-454c-9618-608f9b1ce786/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=3b3d35fd-85df-454c-9618-608f9b1ce786
784,https://www.thisamericanlife.org/episode/784,https://www.thisamericanlife.org/784/mapmaker,"November 4, 2022","Mapmaker, Mapmaker, Make Me a Map","Not long ago, Republicans in Ohio passed a constitutional amendment to end gerrymandering in the state. And then a funny thing happened. The same Ohio Republicans drew electoral maps that violated their own constitutional amendment. They’ll be using them in this week’s midterm elections. We try to understand how that could happen.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/543eb5d9-9e04-40e0-b786-73c1dd1928db/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=543eb5d9-9e04-40e0-b786-73c1dd1928db
785,https://www.thisamericanlife.org/episode/785,https://www.thisamericanlife.org/785/through-the-looking-glass,"November 25, 2022",Through the Looking Glass,"People trying to coax each other across the line, from one side to the other.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/6248dee9-484c-4c8a-8106-8b8d1faa56d6/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=6248dee9-484c-4c8a-8106-8b8d1faa56d6
351,https://www.thisamericanlife.org/episode/351,https://www.thisamericanlife.org/351/return-to-childhood,"March 7, 2008",Return to Childhood,"Stories of people who try to revisit their childhoods—what they find and what they do not find.
",https://stream.thisamericanlife.org/351/c05w2bIbKTtKoRph9wwalhl5TgZ25sCA8SQl1H-u-MU/351.mp3
754,https://www.thisamericanlife.org/episode/754,https://www.thisamericanlife.org/754/spark-bird,"November 26, 2021",Spark Bird,"Stories about birds and the hearts they sway, the havoc they wreak, the lives they change.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/bd4ed0ce-78ca-4777-8286-c054c1e4f8d6/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=bd4ed0ce-78ca-4777-8286-c054c1e4f8d6
776,https://www.thisamericanlife.org/episode/776,https://www.thisamericanlife.org/776/i-work-better-on-deadline,"July 29, 2022",I Work Better on Deadline,"Stories of people racing against time to solve a problem. Will they make it? 
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/678aad60-0f98-40a0-a89b-d481cee807d3/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=678aad60-0f98-40a0-a89b-d481cee807d3
732,https://www.thisamericanlife.org/episode/732,https://www.thisamericanlife.org/732/secrets,"February 19, 2021",Secrets,"Why we tell them, and what happens after we do.
",https://stream.thisamericanlife.org/732/pjDJYeZuL-KRqA1PnIKOaAw4oEFMCmlShPQN7F7q1WM/732.mp3
774,https://www.thisamericanlife.org/episode/774,https://www.thisamericanlife.org/774/the-pink-house-at-the-center-of-the-world,"July 1, 2022",The Pink House at the Center of the World,"The Supreme Court case that overturned Roe v. Wade began with a lawsuit filed by a Mississippi abortion clinic. On the day Roe was overturned, we were there. Stories from the center of this moment of history, the day it happened.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/f189d8bb-d1af-4dfd-b38c-efe726edac92/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=f189d8bb-d1af-4dfd-b38c-efe726edac92
775,https://www.thisamericanlife.org/episode/775,https://www.thisamericanlife.org/775/the-possum-experiment,"July 8, 2022",The Possum Experiment,"An investigation into a very basic question about people: Are most of us bad or good?
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/dd18e4ea-a271-4303-891b-eb13f15f7df3/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=dd18e4ea-a271-4303-891b-eb13f15f7df3
18,https://www.thisamericanlife.org/episode/18,https://www.thisamericanlife.org/18/liars,"March 28, 1996",Liars,"April first is the one day of the year when we're allowed to enjoy deceiving others. But April Fools' Day is for amateur deceivers. The real pros are the people who can't control their lying, who lie without even knowing what the truth is. Everyone's known someone like this, but it's a topic that's only rarely studied or discussed publicly. Journalist and former This American Life contributing editor Margy Rochlin co-hosts.",https://stream.thisamericanlife.org/18/kgpkMbCVUSYjrVkGfL4mtsbNPzfTie2t5qUIFKmovKE/18.mp3
121,https://www.thisamericanlife.org/episode/121,https://www.thisamericanlife.org/121/twentieth-century-man,"January 29, 1999",Twentieth Century Man,"One thing that makes our country different from most others is this idea that you can re-create yourself as someone you'd prefer to be...sell everything off, head out west, start a new life.  But what happens if you're too good at it?  At throwing everything out and starting over?
 
",https://stream.thisamericanlife.org/121/63jueHPFJUDf5MbUlEgbLeW6OXgi_tHi_VweAI3lClI/121.mp3
143,https://www.thisamericanlife.org/episode/143,https://www.thisamericanlife.org/143/sentencing,"October 22, 1999",Sentencing,"We've all heard occasional news stories about how some of the drug laws enacted in the last 15 years may have gone too far. First time offenders get locked up for decades. Judges—even Republican appointees—say that mandatory minimum sentences prevent them from making fair rulings. But have sentences really gone too far? This hour examines the areas where a consensus is growing on the problems in federal drug laws, and it explains the areas where drug laws seem to be administered fairly.
",https://stream.thisamericanlife.org/143/J50zesGAQNiw7aRCCLTX-vvw-dr3xmCbqAQ7s3NvC9E/143.mp3
223,https://www.thisamericanlife.org/episode/223,https://www.thisamericanlife.org/223/classifieds,"October 11, 2002",Classifieds,"In this show we take the classifieds from one Sunday edition of the Chicago Sun-Times and one edition of the local alternative weekly Chicago Reader, and fill a program with stories that come from the ads. Through the jobs offered, the missed connections, the crap that people sell each other and the musicians' ads we get a portrait of a whole city.
",https://stream.thisamericanlife.org/223/H6ig4Rd9fdHHBzenSZdvHddXuY2aE2S3pExJPbwEhyw/223.mp3
248,https://www.thisamericanlife.org/episode/248,https://www.thisamericanlife.org/248/like-it-or-not,"October 24, 2003",Like It or Not,"Some stories we make happen, others happen to us. Extremes from the latter category, where people let things happen to them and don't act, even when maybe they should. David Rakoff guest hosts.",https://stream.thisamericanlife.org/248/WoKdZ02SAO4vgZ9w6a4SuAXGUG7TG8Q-wiFO23LvQ3Q/248.mp3
361,https://www.thisamericanlife.org/episode/361,https://www.thisamericanlife.org/361/fear-of-sleep,"August 8, 2008",Fear of Sleep,"Mike Birbiglia got used to strange things happening to him when he slept—until something happened that almost killed him (Mike's story is now a feature film, Sleepwalk With Me). This and other reasons to fear sleep, including bedbugs, ""The Shining,"" and mild-mannered husbands who turn into maniacs while asleep.
",https://stream.thisamericanlife.org/361/7EmVggwJjOZiRbDb21WyEGIvLxTVQqcNjE5i7lUt7c0/361.mp3
